From	To
Q9UKK6	ENSG00000132661
Q56UN5	ENSG00000176601
O60241	ENSG00000121753
P61421	ENSG00000159720
Q96M93	ENSG00000164113
Q7Z443	ENSG00000277481
Q9H7T0	ENSG00000133962
Q5T5E6	ENSG00000135750
H0YC69	ENSG00000158941
Q5H9L2	ENSG00000204065
Q9Y5I2	ENSG00000250120
A1A4Y4	ENSG00000237693
P82675-2	ENSG00000144029
Q9NS87	ENSG00000163808
Q9Y5G2	ENSG00000253910
Q6UWY0	ENSG00000164291
Q06124-2	ENSG00000179295
Q9NUB1	ENSG00000154930
P25100	ENSG00000171873
Q5HY92	ENSG00000182263
P61353	ENSG00000131469
Q96J87	ENSG00000140488
Q6Y1H2	ENSG00000206527
Q96CS3	ENSG00000113194
Q9UEW3	ENSG00000019169
Q2WGJ9	ENSG00000214814
Q96C23	ENSG00000143891
Q6PL24	ENSG00000100580
A0A087WUT0	ENSG00000104177
Q7Z699	ENSG00000166068
P05204	ENSG00000198830
Q96E40	ENSG00000165698
Q86YN1	ENSG00000167130
Q08499-11	ENSG00000113448
Q96RR4-7	ENSG00000110931
O43300	ENSG00000146006
O00559	ENSG00000147654
Q68CQ4	ENSG00000117597
Q86VV4	ENSG00000164188
P29218	ENSG00000133731
O15552	ENSG00000126262
Q27J81-2	ENSG00000203485
P49810	ENSG00000143801
P05121	ENSG00000106366
Q9UHD1	ENSG00000110172
A9UJP8	ENSG00000075234
Q9BQ04	ENSG00000173914
P21695	ENSG00000167588
O60333-2	ENSG00000054523
Q92556	ENSG00000155849
Q8NGQ5	ENSG00000186509
U3KPX3	ENSG00000113712
Q96BI1	ENSG00000110628
Q86YR7	ENSG00000053524
O14668	ENSG00000130962
E7EQU2	ENSG00000077380
Q9NPD7	ENSG00000124785
O94921	ENSG00000058091
O75928-2	ENSG00000078043
O75689	ENSG00000105963
Q8WUQ7	ENSG00000105298
Q6P531	ENSG00000167741
A4D0S4	ENSG00000091128
K7ELQ4	ENSG00000267281
Q969I3	ENSG00000166840
Q96MX6	ENSG00000243667
O60828	ENSG00000102103
P40692	ENSG00000076242
A0A087WV58	ENSG00000258529
B9A064	ENSG00000254709
Q6ZP82	ENSG00000163492
A0A087WZ65	ENSG00000151150
Q6DKI1	ENSG00000146223
Q8WUU4	ENSG00000170684
P21757	ENSG00000038945
Q9UQ16-2	ENSG00000197959
Q96EP0	ENSG00000092098
Q6PIU1	ENSG00000164794
I3L2B8	ENSG00000029725
Q8WUA4	ENSG00000115207
Q8WWX9	ENSG00000198832
A0A087WTF3	ENSG00000151150
Q96NT0	ENSG00000136710
Q9BXT6	ENSG00000073146
P49959	ENSG00000020922
O75969	ENSG00000111254
Q92185	ENSG00000111728
Q9NZH0	ENSG00000167191
Q16527	ENSG00000175183
A6NCL7	ENSG00000164236
Q86U38	ENSG00000196943
I3L0Z1	ENSG00000102893
Q09160	ENSG00000206503
P28068	ENSG00000241674
Q86XI8	ENSG00000185453
P48163	ENSG00000065833
Q7Z7A3	ENSG00000142544
P62308	ENSG00000143977
Q96MM7	ENSG00000171004
P14866	ENSG00000104824
Q9NYL2-2	ENSG00000091436
Q5FWF6	ENSG00000198556
O75695	ENSG00000102218
Q96S53	ENSG00000070759
J3QS02	ENSG00000125454
A0A096LNH6	ENSG00000150760
P05997	ENSG00000204262
P55789	ENSG00000127554
Q9NRP4	ENSG00000196636
Q658N2	ENSG00000179314
P19174	ENSG00000124181
P80303	ENSG00000070081
Q9NVA1	ENSG00000101019
Q9NZQ0	ENSG00000115137
Q9ULI2	ENSG00000166532
Q16875	ENSG00000170525
Q9H6W3	ENSG00000170468
G3V2K5	ENSG00000196405
Q9UJ41-2	ENSG00000154710
Q13133	ENSG00000025434
O95544	ENSG00000008130
Q9H0W5	ENSG00000169515
O15111	ENSG00000213341
O43520	ENSG00000081923
P49720	ENSG00000277791
Q07812-5	ENSG00000087088
P78347	ENSG00000263001
Q9Y2L9-2	ENSG00000136141
Q9NR12	ENSG00000196923
B4E0T2	ENSG00000139197
Q14974	ENSG00000108424
Q8IUW5	ENSG00000181826
Q9UBI1	ENSG00000148444
Q86YC3	ENSG00000174004
Q8WXI2-4	ENSG00000149970
O94910	ENSG00000072071
Q5T8P6	ENSG00000139746
P36639	ENSG00000106268
O60573	ENSG00000135930
O15460	ENSG00000072682
Q96LT7	ENSG00000147894
J3QLK0	ENSG00000169750
Q9P278	ENSG00000052795
Q8NFT6	ENSG00000161692
P30479	ENSG00000234745
Q9Y4R8	ENSG00000100726
Q2M329	ENSG00000173013
Q6P9B9	ENSG00000185085
P11831	ENSG00000112658
Q8IXN7	ENSG00000177181
Q9NP08	ENSG00000215612
P48556	ENSG00000099341
Q9BWU0	ENSG00000163798
P12694	ENSG00000248098
Q9HB07	ENSG00000139637
Q9NPB6	ENSG00000102981
P14384	ENSG00000135678
Q14667	ENSG00000007202
H0YI78	ENSG00000139116
A0A087WW89	ENSG00000225698
Q9Y5W8	ENSG00000071189
Q7Z5J1	ENSG00000167733
Q5JSZ6	ENSG00000130714
P48147	ENSG00000085377
Q5ST30	ENSG00000137411
Q9ULW5	ENSG00000167964
P05177	ENSG00000140505
Q0VDD8-4	ENSG00000185842
Q15057	ENSG00000114331
Q70UQ0	ENSG00000166130
Q86UT6	ENSG00000160703
Q9H091	ENSG00000141497
A8K2U0	ENSG00000166535
Q9HBL0-2	ENSG00000079308
Q9ULN7	ENSG00000204851
Q5I7T1	ENSG00000175548
Q86W92	ENSG00000110841
Q8IY47	ENSG00000170852
H7C1D4	ENSG00000211460
B8ZZP4	ENSG00000136193
H0YB18	ENSG00000178922
Q9HCM7	ENSG00000112787
Q9BR01	ENSG00000130540
P02750	ENSG00000171236
Q6PJ69	ENSG00000141569
Q07866	ENSG00000126214
Q99418	ENSG00000105443
Q5HY98	ENSG00000196214
P61803	ENSG00000129562
Q86WC4	ENSG00000081087
J3QTR3	ENSG00000143947
Q8IYB3	ENSG00000133226
P00973	ENSG00000089127
O43310	ENSG00000134030
P54852	ENSG00000142227
Q9BZC7	ENSG00000107331
Q92913-3	ENSG00000129682
Q99767	ENSG00000034053
P10072	ENSG00000181666
P07948	ENSG00000254087
Q8N5C8-2	ENSG00000157625
P0CG48	ENSG00000150991
P20742	ENSG00000126838
Q9C0D0	ENSG00000112137
Q15014	ENSG00000123562
Q8WVK2	ENSG00000124380
O60502	ENSG00000198408
O15213	ENSG00000227057
Q14558-2	ENSG00000161542
P58397	ENSG00000151388
P84157	ENSG00000182534
Q9NX70	ENSG00000063322
P17302	ENSG00000152661
A8MQ07	ENSG00000136237
Q9GZV4	ENSG00000163577
Q7L3T8	ENSG00000162396
Q76B58	ENSG00000162670
Q8TEQ0	ENSG00000048471
Q96T17-5	ENSG00000184368
Q92979	ENSG00000126749
Q96QS6	ENSG00000147613
Q9Y2B5	ENSG00000075399
Q8NGT1	ENSG00000171133
Q14934-10	ENSG00000100968
P24752	ENSG00000075239
Q9NY65-2	ENSG00000183785
Q16587	ENSG00000185252
Q8N1G2	ENSG00000137200
Q7Z3B0	ENSG00000188725
P63000	ENSG00000136238
H3BNJ0	ENSG00000058600
M0QYB0	ENSG00000152767
F5H2X7	ENSG00000148337
C9JEK3	ENSG00000122786
P12883	ENSG00000092054
P30492	ENSG00000234745
Q13362-2	ENSG00000078304
P58549	ENSG00000221946
J3KP58	ENSG00000130779
O75751	ENSG00000146477
Q96M63	ENSG00000105479
Q96LW9	ENSG00000235109
O43432	ENSG00000075151
Q9UBU7	ENSG00000006634
J3KP39	ENSG00000197798
F5GYU2	ENSG00000134333
P35580	ENSG00000133026
P56211	ENSG00000128989
Q17RP2	ENSG00000164296
Q7Z410	ENSG00000178297
Q8IXM3	ENSG00000182154
O94903	ENSG00000147471
Q9H7H0	ENSG00000165792
Q96IX5	ENSG00000173915
Q6P1M3	ENSG00000073350
Q9P0Z9	ENSG00000179761
Q8N5Z0	ENSG00000109576
P30414	ENSG00000114857
E7ENK3	ENSG00000171189
P83731	ENSG00000114391
Q9BXM0	ENSG00000105227
P46779	ENSG00000108107
P30519	ENSG00000103415
Q8IXM6	ENSG00000137404
Q9NWH7	ENSG00000132122
Q53ET0	ENSG00000160741
A0A075B6K6	ENSG00000211672
O43526-2	ENSG00000075043
Q9BU23	ENSG00000100258
Q5VXU9-2	ENSG00000165181
A8MZ87	ENSG00000174996
A0A087WZN9	ENSG00000150275
Q9GZP9	ENSG00000072849
Q5JX61	ENSG00000214078
Q9BVI4	ENSG00000184967
Q7Z402	ENSG00000170537
Q8N6W0-2	ENSG00000161082
Q13439	ENSG00000144674
Q6VN20	ENSG00000141084
Q5T7P8	ENSG00000134207
O60493	ENSG00000112335
Q9NYU2	ENSG00000136731
P00739	ENSG00000261701
Q9Y224	ENSG00000087302
Q86T03	ENSG00000165782
Q8IWY8	ENSG00000140265
O95983	ENSG00000071655
Q96M86	ENSG00000179532
Q9UP52	ENSG00000106327
C9J8J0	ENSG00000106028
Q86TI0	ENSG00000065882
E7EVU1	ENSG00000135218
H0YEN2	ENSG00000110075
P98172	ENSG00000090776
Q9UJT2	ENSG00000126467
O14492	ENSG00000160999
Q6TGC4	ENSG00000276747
Q9UJX2	ENSG00000094880
A0A087WYQ2	ENSG00000206245
P04844	ENSG00000118705
Q15287	ENSG00000205937
O75443	ENSG00000109927
P52569	ENSG00000003989
Q8TDF5	ENSG00000166342
Q9NYS7	ENSG00000176871
Q9Y478	ENSG00000111725
Q9Y239	ENSG00000106100
Q969V5	ENSG00000090432
P06132	ENSG00000126088
P13497	ENSG00000168487
O60729	ENSG00000081377
O75973	ENSG00000131094
B8ZZT6	ENSG00000115318
P34998	ENSG00000120088
Q96BD5	ENSG00000135365
Q15645	ENSG00000071539
P49590	ENSG00000112855
P49748-3	ENSG00000072778
Q96RV3	ENSG00000100731
Q8IX15	ENSG00000215271
Q07343-3	ENSG00000184588
Q9NUG6	ENSG00000088356
Q15437	ENSG00000101310
Q5TBB1	ENSG00000136104
D6R8Z2	ENSG00000163913
Q9H251	ENSG00000107736
P06865	ENSG00000213614
Q9Y3C6	ENSG00000137168
Q5TBK7	ENSG00000118939
Q9BSW2-2	ENSG00000130038
C9JIX5	ENSG00000106397
O60637	ENSG00000140391
O00462	ENSG00000109323
Q6GMR7	ENSG00000165591
Q9BXF9	ENSG00000125409
P35228	ENSG00000007171
F8WBI6	ENSG00000232653
Q6UW02	ENSG00000119004
Q9H2S1	ENSG00000080709
Q15051	ENSG00000173226
Q86TB3	ENSG00000198796
Q16739	ENSG00000148154
P54819	ENSG00000004455
P78362-2	ENSG00000135250
P55268	ENSG00000172037
Q8IWW6	ENSG00000165322
Q8N511	ENSG00000244045
Q8NEZ2	ENSG00000155975
P60903	ENSG00000197747
Q14CZ7	ENSG00000124279
C9JV57	ENSG00000082153
P02753	ENSG00000138207
Q6ZUX3	ENSG00000189350
Q96HH9-2	ENSG00000155324
Q86XH1	ENSG00000132321
E9PKG2	ENSG00000157193
H7BYK1	ENSG00000135269
Q9BRQ0	ENSG00000163348
Q96M60	ENSG00000166262
Q8IY63	ENSG00000166025
O14579-2	ENSG00000105669
Q9NX01	ENSG00000140830
P51857	ENSG00000122787
O00142	ENSG00000166548
Q9H6Q4	ENSG00000103245
Q9NNX1	ENSG00000143367
H7BZ77	ENSG00000166925
Q96HS1	ENSG00000247077
Q96EF0	ENSG00000102043
Q86UD0	ENSG00000186193
Q9H706	ENSG00000141441
Q96AJ1	ENSG00000103351
I3L4U9	ENSG00000182446
Q02388	ENSG00000114270
F8WAB8	ENSG00000144741
Q96PE6	ENSG00000141946
Q9Y235	ENSG00000124701
Q8IZD0	ENSG00000167100
Q9UJH8	ENSG00000103260
P13073	ENSG00000131143
Q9Y4H4	ENSG00000213654
P22528	ENSG00000169469
C9JEC5	ENSG00000130822
Q06889	ENSG00000179388
Q9BQ16	ENSG00000196104
P51148	ENSG00000108774
Q8TAC1	ENSG00000175449
P30613	ENSG00000143627
Q9NWW7	ENSG00000115998
Q96H35	ENSG00000119446
Q86TW2	ENSG00000063761
E7EWN5	ENSG00000012048
O94851	ENSG00000133816
Q96KR6	ENSG00000124098
O75830	ENSG00000114204
P15927	ENSG00000117748
O60243	ENSG00000136720
Q96LA8	ENSG00000198890
Q8N4T0	ENSG00000165078
Q9GZT4	ENSG00000167720
Q86YN6	ENSG00000155846
Q16891-2	ENSG00000132305
P48552	ENSG00000180530
Q7Z3Z2	ENSG00000198570
Q7L7X3	ENSG00000160551
C9JF98	ENSG00000136261
P62312	ENSG00000164167
Q9C035	ENSG00000132256
Q9HA65	ENSG00000104946
P13473	ENSG00000005893
P23409	ENSG00000111046
A1YPR0	ENSG00000184828
P41587-2	ENSG00000106018
Q6UX07	ENSG00000167536
P36578	ENSG00000174444
D6RCD3	ENSG00000205301
Q9H6B4	ENSG00000166250
O75934	ENSG00000116752
O75907	ENSG00000185000
Q5VT25	ENSG00000143776
O14641	ENSG00000004975
O94927	ENSG00000249115
P32241	ENSG00000114812
Q9HC36	ENSG00000171861
Q5T0V0	ENSG00000187122
F8W6L3	ENSG00000126214
Q5JUW8	ENSG00000082458
Q9BW27	ENSG00000125450
Q6NT89	ENSG00000253368
Q5T8I3	ENSG00000162636
Q9H2P0	ENSG00000101126
Q9NY26	ENSG00000143570
Q13247	ENSG00000124193
Q6ZT12	ENSG00000144357
P40227	ENSG00000146731
Q93015	ENSG00000243477
Q8TF30	ENSG00000156232
O75629	ENSG00000143162
H7C5K2	ENSG00000109689
P41743	ENSG00000163558
Q8N2C7	ENSG00000144406
D6RDK3	ENSG00000118816
Q02127	ENSG00000102967
O14490-4	ENSG00000170579
Q8ND56	ENSG00000257103
Q99502	ENSG00000104313
Q5TEA6	ENSG00000101251
E7EX73	ENSG00000114867
Q92599	ENSG00000164402
Q13011	ENSG00000104823
Q6PII3	ENSG00000154781
Q8IY17	ENSG00000032444
Q9BRV8	ENSG00000052723
E9PRD6	ENSG00000023171
Q99490-2	ENSG00000135439
Q8N7Z2	ENSG00000278247
Q13153	ENSG00000149269
Q8IZQ1	ENSG00000163625
P52737	ENSG00000196646
Q9NZV5	ENSG00000162430
Q9NSV4	ENSG00000139734
Q8IYJ0	ENSG00000139200
K7ER46	ENSG00000126581
Q96AQ2	ENSG00000179178
Q9NX04	ENSG00000116922
Q2TAA2	ENSG00000134330
Q8WUD6	ENSG00000111666
O95391	ENSG00000164609
Q5K651	ENSG00000205413
Q86YD1	ENSG00000104960
P46934-4	ENSG00000069869
Q99755	ENSG00000143398
H7C4T6	ENSG00000163618
Q9Y6V0	ENSG00000186472
O60241-2	ENSG00000121753
P61225	ENSG00000181467
H7C5D1	ENSG00000143797
Q16891	ENSG00000132305
P36959	ENSG00000137198
O75530	ENSG00000074266
Q9UM82	ENSG00000158480
P61626	ENSG00000090382
Q5T9C9	ENSG00000167103
O00499-10	ENSG00000136717
Q05516	ENSG00000109906
K7EL60	ENSG00000130811
Q9NUM4	ENSG00000106460
S4R3R2	ENSG00000088448
Q9NTX7	ENSG00000118518
Q7Z5R6	ENSG00000077420
Q4W5S3	ENSG00000196104
Q9H165-2	ENSG00000119866
B5MCV6	ENSG00000138081
G5EA03	ENSG00000064042
Q71H61	ENSG00000143195
Q8NG11	ENSG00000108219
Q6IEE7	ENSG00000181291
O94810-2	ENSG00000076344
Q96JB2	ENSG00000136152
Q13444	ENSG00000143537
P51946	ENSG00000134480
Q8IZP7	ENSG00000185352
Q7Z7M0	ENSG00000105429
Q96A72	ENSG00000111196
O60516	ENSG00000243056
O94842	ENSG00000092203
P12882	ENSG00000109061
Q8NE31	ENSG00000148541
Q8NBI6-3	ENSG00000173950
P15882-2	ENSG00000128656
Q9Y616	ENSG00000090376
Q8NBP5	ENSG00000135953
Q99592	ENSG00000179456
P54886	ENSG00000059573
Q8IU68	ENSG00000167895
D6RGG2	ENSG00000164089
Q86XT2	ENSG00000176428
H7C386	ENSG00000170502
Q9HBI1	ENSG00000188677
P57086	ENSG00000171222
Q9NUL5-2	ENSG00000130813
Q96PX6	ENSG00000055813
P51690	ENSG00000157399
Q8NF64	ENSG00000122515
G3V4S5	ENSG00000100902
P15144	ENSG00000166825
A6ND36	ENSG00000188522
Q07352	ENSG00000185650
Q8IXT1	ENSG00000165490
Q8NHY6	ENSG00000196867
Q7L5Y9	ENSG00000090316
Q5JR05	ENSG00000155366
Q9H479	ENSG00000167363
P57772	ENSG00000132394
Q5SVJ7	ENSG00000156113
O15160	ENSG00000171453
Q5VWX1	ENSG00000112232
Q9BQ95	ENSG00000130159
O60519	ENSG00000111269
Q9UJX5	ENSG00000053900
P25789	ENSG00000041357
P30279	ENSG00000118971
Q15878	ENSG00000198216
Q9UBP0	ENSG00000021574
A4D263	ENSG00000164500
U3KQB3	ENSG00000169118
Q8NDL9	ENSG00000084693
P15104	ENSG00000135821
H0YKC5	ENSG00000128951
Q13554-6	ENSG00000058404
P02042	ENSG00000223609
Q9H0U9	ENSG00000189241
Q6ZMP0	ENSG00000187720
O15393	ENSG00000184012
P28074-2	ENSG00000100804
Q8TCZ2-5	ENSG00000102181
Q14765	ENSG00000138378
Q6NSI8	ENSG00000162929
Q01432-6	ENSG00000133805
Q92784	ENSG00000205683
A8MU93	ENSG00000256806
H7C3Y5	ENSG00000072195
Q8N8F7	ENSG00000181016
Q16555	ENSG00000092964
J3KQB2	ENSG00000214021
B3EWG3	ENSG00000188100
O75192	ENSG00000166821
Q5VSY0-2	ENSG00000165113
Q92878	ENSG00000113522
Q92643	ENSG00000142892
Q9BZE3	ENSG00000125492
Q6XZF7	ENSG00000107554
H0YBD7	ENSG00000169045
P54851	ENSG00000213853
Q16760	ENSG00000077044
Q5VTJ3	ENSG00000179023
P0DJD3	ENSG00000234414
A0A096LNN2	ENSG00000095596
P22059	ENSG00000110048
Q9UFB7	ENSG00000114853
Q9NVV5	ENSG00000146416
Q12999	ENSG00000135452
Q2M1K9	ENSG00000102935
O43526-3	ENSG00000075043
Q6PI77	ENSG00000198908
Q9P0V3	ENSG00000130147
Q92824	ENSG00000099139
P20618	ENSG00000008018
Q8IYB4	ENSG00000114757
Q92793	ENSG00000005339
Q6IPM2	ENSG00000106012
Q9Y572	ENSG00000129465
P30447	ENSG00000206503
I3L4Z6	ENSG00000108433
P47756-2	ENSG00000077549
Q6AI12	ENSG00000154945
Q9NSY1	ENSG00000138756
P0CG38	ENSG00000196834
Q8WWW0	ENSG00000266094
Q99470	ENSG00000132581
Q86Y38	ENSG00000103489
U3KPR3	ENSG00000105650
Q06495	ENSG00000131183
Q07890	ENSG00000100485
P28222	ENSG00000135312
Q8TE57	ENSG00000145536
H7C279	ENSG00000115694
Q9Y243	ENSG00000117020
Q96TA2	ENSG00000136758
P98171	ENSG00000089820
Q3KQU3-4	ENSG00000116871
O95551	ENSG00000111802
H0Y9C3	ENSG00000138162
Q5JQC9	ENSG00000147081
Q8IUX1	ENSG00000171204
P35348-4	ENSG00000120907
P17936	ENSG00000146674
Q15072	ENSG00000167635
A8MXV4	ENSG00000213965
P18135	ENSG00000239951
C9IZQ1	ENSG00000124783
Q6ZMK1	ENSG00000187954
Q3ZCQ8	ENSG00000105197
Q96B36	ENSG00000204673
Q9Y2L6	ENSG00000114541
Q8TDI7	ENSG00000149488
Q8TDX7	ENSG00000151414
Q5SQQ9	ENSG00000148704
Q99829	ENSG00000214078
F8VXR5	ENSG00000184613
A0A087WWM0	ENSG00000054116
P21506	ENSG00000256223
F8VZY9	ENSG00000111057
Q99536-3	ENSG00000108828
Q15118	ENSG00000152256
Q8TE68	ENSG00000131037
Q8IZ41	ENSG00000165105
P04629	ENSG00000198400
P09497-2	ENSG00000175416
Q7Z401	ENSG00000174485
Q8NDI1-2	ENSG00000115504
Q9Y3A6	ENSG00000117500
Q10587	ENSG00000167074
Q96J42	ENSG00000113621
Q8WXS3	ENSG00000164929
H0YMV4	ENSG00000100564
Q9UBZ9	ENSG00000135945
Q9UJV8	ENSG00000172733
Q02641	ENSG00000067191
Q15542	ENSG00000148835
Q9GZU7-3	ENSG00000144579
Q68DV7	ENSG00000108375
O76064-3	ENSG00000112130
Q2QGD7	ENSG00000070476
Q9NSC5	ENSG00000051128
Q9P2K6	ENSG00000087448
Q8N3Y1	ENSG00000174989
A8MYZ6	ENSG00000204060
Q9NRN9	ENSG00000138382
P49023	ENSG00000089159
Q6IS14	ENSG00000253626
Q9UQD0-3	ENSG00000196876
Q15121	ENSG00000162734
Q8IUH8	ENSG00000185294
Q96QF7	ENSG00000147174
Q8N6R0	ENSG00000010165
Q16647	ENSG00000124212
O15041	ENSG00000170381
M0R2X1	ENSG00000188897
P36269	ENSG00000099998
Q15006	ENSG00000104412
P54802	ENSG00000108784
Q8N8N7	ENSG00000140043
Q8N4F7	ENSG00000145428
Q9Y5B0-4	ENSG00000060069
P18848	ENSG00000128272
Q86XT9	ENSG00000149932
P09488-2	ENSG00000134184
Q92572	ENSG00000177879
A0A087WXD2	ENSG00000151276
P00480	ENSG00000036473
Q96K17	ENSG00000134717
P35241-2	ENSG00000137710
O15484	ENSG00000149260
Q6PJG9	ENSG00000173621
Q8NHV1	ENSG00000179144
I3L3C6	ENSG00000175866
Q5TGP6	ENSG00000117501
Q9UBM4	ENSG00000188770
Q14008	ENSG00000175216
P00403	ENSG00000198712
O75438	ENSG00000183648
Q15042	ENSG00000115839
Q9Y5L4	ENSG00000099800
P51606	ENSG00000102032
P52594	ENSG00000173744
E7ENI6	ENSG00000003147
Q9Y2R4	ENSG00000277594
Q76G19	ENSG00000067840
P23490	ENSG00000203782
Q7Z353	ENSG00000165259
P22888	ENSG00000138039
Q4VXY6	ENSG00000204248
Q8IVE3	ENSG00000152527
Q07699	ENSG00000105711
Q15771	ENSG00000137502
Q9NUX5	ENSG00000128513
Q9NUS5	ENSG00000125843
Q96NI6	ENSG00000165379
A0AV96	ENSG00000163694
A6NMT1	ENSG00000147099
Q96KJ9	ENSG00000131055
Q13349	ENSG00000156886
Q7L266	ENSG00000162174
Q93008	ENSG00000124486
P49281	ENSG00000110911
Q0VDD7	ENSG00000132016
Q3MSN4	ENSG00000113580
Q9Y252	ENSG00000127870
Q15185-4	ENSG00000110958
P06734	ENSG00000104921
B9A049	ENSG00000005448
Q13613	ENSG00000063601
Q96BP3	ENSG00000113593
P62891	ENSG00000198918
O15078	ENSG00000198707
Q07075	ENSG00000138792
O15015	ENSG00000167395
Q7Z3U7	ENSG00000061987
Q8N895	ENSG00000178175
O95239	ENSG00000090889
H0Y905	ENSG00000109756
Q9NP74	ENSG00000099260
J3QLW5	ENSG00000154040
Q9Y466	ENSG00000112333
Q14416	ENSG00000164082
Q7Z4J2	ENSG00000204007
Q00653	ENSG00000077150
O75558	ENSG00000135604
Q9HBT6	ENSG00000101542
Q96QZ7	ENSG00000151276
Q9P2R3	ENSG00000185722
P21728	ENSG00000184845
Q9BZE1	ENSG00000116221
P46060	ENSG00000100401
Q96P50	ENSG00000131584
H7C151	ENSG00000067369
Q9H2C0	ENSG00000261609
O15372	ENSG00000147677
O00180	ENSG00000135750
Q9Y2B1	ENSG00000118600
Q16348	ENSG00000163406
O75400	ENSG00000196504
Q9BX84	ENSG00000119121
Q8IYK4	ENSG00000198756
P07949	ENSG00000165731
Q01959	ENSG00000142319
Q69YZ2	ENSG00000253304
Q9ULI3	ENSG00000173706
P51858-2	ENSG00000143321
Q8IYS0	ENSG00000178075
Q9H0E9	ENSG00000112983
Q9BQ24	ENSG00000100711
C9JW57	ENSG00000188315
Q8IZM9	ENSG00000139974
Q8IYT1	ENSG00000162771
Q9NQI0-4	ENSG00000152670
Q9UK32	ENSG00000072133
D6RHH8	ENSG00000138698
C9JZE0	ENSG00000114416
F5H4K4	ENSG00000122966
Q2KHT3-2	ENSG00000038532
Q13442	ENSG00000106244
Q6PI78	ENSG00000164983
E9PLV4	ENSG00000135365
P14222	ENSG00000180644
Q9BWD1	ENSG00000120437
Q6Y288	ENSG00000187676
Q14192	ENSG00000115641
E9PF55	ENSG00000079308
P61313	ENSG00000174748
O95168	ENSG00000065518
Q9Y2K2	ENSG00000160584
O14737	ENSG00000105185
Q15746	ENSG00000065534
Q9BWL3	ENSG00000143612
Q16602	ENSG00000064989
P13667	ENSG00000155660
Q8N2U0	ENSG00000205544
Q5TC79	ENSG00000185278
Q9P016	ENSG00000151500
P26006	ENSG00000005884
Q9BQL6	ENSG00000101311
P00451-2	ENSG00000185010
P04114	ENSG00000084674
Q9H2G9	ENSG00000117475
Q9Y535	ENSG00000100413
Q9UMR5	ENSG00000221988
Q9BU76	ENSG00000143793
Q9Y231	ENSG00000172461
E7ENQ8	ENSG00000169299
P01889	ENSG00000234745
P55287	ENSG00000140937
Q5TCZ1	ENSG00000107957
A6NE02	ENSG00000204347
Q53TN4	ENSG00000071967
Q9UJJ7	ENSG00000007376
Q5SXM2	ENSG00000165684
X6R3J2	ENSG00000141380
Q99933	ENSG00000107262
Q9NVR5	ENSG00000165506
Q9UDX3	ENSG00000133488
Q96NY7	ENSG00000159212
O60883	ENSG00000170075
O15056	ENSG00000078269
Q9BRR3	ENSG00000165152
Q9NRY5	ENSG00000055147
Q7Z5Y6	ENSG00000183682
Q96NU1	ENSG00000187634
Q8TBE0	ENSG00000140320
P13637-3	ENSG00000105409
Q9HAJ7-2	ENSG00000164576
Q76FK4	ENSG00000198000
Q8N0X7	ENSG00000133104
P24941	ENSG00000123374
O15067	ENSG00000178921
Q12906	ENSG00000129351
K7EJL5	ENSG00000168259
Q9H330	ENSG00000106771
Q96RG2	ENSG00000115687
Q9NZ08-2	ENSG00000164307
Q6UWR7	ENSG00000164303
P37173	ENSG00000163513
Q7Z674	ENSG00000171055
A6ND91	ENSG00000204653
Q13233	ENSG00000095015
Q8TCZ2	ENSG00000102181
C9JUK8	ENSG00000114279
Q99598	ENSG00000116918
B3KTM8	ENSG00000185787
O75391	ENSG00000091640
Q8WYL5	ENSG00000084112
Q6IPR1	ENSG00000205707
P50402	ENSG00000102119
Q9ULZ2	ENSG00000035720
Q9HCH5	ENSG00000137501
Q8TAG9	ENSG00000138190
Q9Y5Z7	ENSG00000111727
Q9Y4C2	ENSG00000198420
Q9UEW8	ENSG00000198648
Q99615	ENSG00000168259
Q6ZMQ8	ENSG00000181409
Q9P2K3	ENSG00000117625
Q5VZI3	ENSG00000157693
F8W9L4	ENSG00000068078
P60763	ENSG00000169750
P62917	ENSG00000161016
O00299	ENSG00000213719
Q6PF04	ENSG00000176024
Q9H999	ENSG00000120137
Q7Z569	ENSG00000089234
K7EL57	ENSG00000166377
Q9UNE0	ENSG00000135960
Q9H213	ENSG00000187601
P34913	ENSG00000120915
O00231	ENSG00000108671
Q8IZ69	ENSG00000099899
P04406	ENSG00000111640
Q15125	ENSG00000147155
P08648	ENSG00000161638
P49888	ENSG00000109193
Q8WU08	ENSG00000169302
Q7Z3F1	ENSG00000163328
A2CJ06	ENSG00000232125
O00570	ENSG00000182968
Q9UEY8	ENSG00000148700
P22692	ENSG00000141753
Q49B96	ENSG00000240230
P14543	ENSG00000116962
Q8N475	ENSG00000168843
Q96KC2	ENSG00000165997
Q02763	ENSG00000120156
O75154	ENSG00000090565
O43156	ENSG00000101407
Q96DR4	ENSG00000164211
O94964-2	ENSG00000149639
P19397	ENSG00000143119
Q12986-3	ENSG00000086102
E5RJK3	ENSG00000096872
Q8TCC7	ENSG00000149452
O43504	ENSG00000134248
P32246	ENSG00000163823
Q8N6T3-4	ENSG00000101199
Q9UF94	ENSG00000104731
O00264	ENSG00000101856
H0YIA2	ENSG00000139410
Q96PE3-4	ENSG00000040933
Q9BYX4	ENSG00000115267
Q3ZAQ7	ENSG00000160131
P62820	ENSG00000138069
Q6L8Q7	ENSG00000174840
Q96LW1	ENSG00000178338
H3BVD1	ENSG00000166949
